OrderID,OrderDate,ProductID,CustomerID,Region,Channel,Quantity,Revenue
O817,2024-09-10,P034,C251,Tocantins,Loja Física,8,1467.94
O818,2024-11-12,P047,C220,São Paulo,Online,4,1703.75
O819,2024-02-06,P038,C114,Mato Grosso,Online,10,4501.43
O820,2022-12-27,P027,C023,Amapá,Loja Física,9,264.74
O821,2024-08-27,P034,C202,Sergipe,Online,8,2526.9
O822,2024-09-26,P006,C286,Paraná,Online,7,4754.68
O823,2022-12-18,P009,C184,Ceará,Online,2,178.06
O824,2023-01-28,P043,C157,Roraima,Loja Física,10,3761.7
O825,2022-12-31,P002,C233,Rio Grande do Norte,Online,7,1006.23
O826,2024-04-07,P056,C190,Espírito Santo,Loja Física,1,4315.87
O827,2024-07-16,P005,C198,Rio de Janeiro,Loja Física,9,260.3
O828,2024-02-16,P028,C386,Bahia,Online,2,3140.23
O829,2023-06-19,P022,C377,Amapá,Loja Física,1,643.74
O830,2024-04-14,P024,C239,Mato Grosso do Sul,Online,6,1895.52
O831,2023-05-08,P042,C287,Rio de Janeiro,Online,9,3575.75
O832,2024-07-13,P014,C071,Maranhão,Online,9,656.43
O833,2024-02-13,P031,C378,Paraná,Online,4,1670.27
O834,2023-10-15,P058,C137,Distrito Federal,Loja Física,5,366.85
O835,2024-03-20,P024,C177,Rio Grande do Norte,Loja Física,9,2680.74
O836,2024-04-05,P008,C241,Rio de Janeiro,Loja Física,8,3142.66
O837,2022-12-19,P052,C345,Rio de Janeiro,Online,4,4470.33
O838,2023-12-17,P030,C045,Amazonas,Loja Física,3,1513.03
O839,2024-10-16,P005,C056,Roraima,Loja Física,2,3515.7
O840,2024-03-27,P032,C078,Tocantins,Online,5,2141.03
O841,2024-01-23,P044,C278,Rondônia,Loja Física,6,2158.64
O842,2023-07-08,P048,C331,Acre,Loja Física,4,408.45
O843,2024-04-07,P056,C411,Alagoas,Loja Física,7,2935.65
O844,2023-07-18,P042,C331,Rio Grande do Sul,Loja Física,8,3007.45
O845,2023-12-06,P045,C272,Santa Catarina,Loja Física,8,1590.0
O846,2023-06-04,P009,C460,Rio Grande do Sul,Loja Física,3,3967.41
O847,2024-08-12,P015,C248,Paraíba,Loja Física,1,826.86
O848,2024-08-14,P019,C234,Roraima,Online,9,1497.71
O849,2024-05-11,P012,C430,Rio de Janeiro,Online,3,1265.74
O850,2023-10-07,P003,C163,Mato Grosso,Online,8,1376.0
O851,2023-07-15,P012,C106,Goiás,Online,6,4892.31
O852,2023-11-13,P010,C191,Rio Grande do Norte,Online,9,1577.64
O853,2023-01-21,P059,C013,Pernambuco,Loja Física,3,4744.17
O854,2024-05-13,P060,C164,Rondônia,Online,9,4880.45
O855,2023-01-11,P022,C332,Rio de Janeiro,Loja Física,8,4490.29
O856,2023-03-28,P049,C294,Minas Gerais,Online,10,3669.86
O857,2023-11-02,P060,C227,Maranhão,Online,8,4510.85
O858,2023-10-14,P009,C348,Goiás,Online,5,221.5
O859,2023-12-07,P040,C431,Alagoas,Loja Física,6,553.16
O860,2023-11-21,P004,C312,Espírito Santo,Online,10,2679.53
O861,2023-05-03,P051,C480,Paraná,Loja Física,4,210.49
O862,2023-08-17,P035,C435,Rio Grande do Norte,Online,9,2032.68
O863,2024-03-11,P032,C163,Mato Grosso do Sul,Online,6,2048.03
O864,2023-03-17,P046,C438,Piauí,Loja Física,7,1926.87
O865,2023-07-26,P019,C177,Paraíba,Loja Física,8,4384.08
O866,2024-09-25,P006,C111,São Paulo,Loja Física,7,4038.06
O867,2024-06-05,P019,C084,Rio Grande do Sul,Loja Física,7,783.88
O868,2023-08-01,P038,C307,Amazonas,Online,4,1585.83
O869,2024-06-18,P056,C269,Maranhão,Online,10,3804.96
O870,2024-09-24,P006,C004,Piauí,Loja Física,7,956.98
O871,2023-08-21,P030,C364,Mato Grosso,Online,4,1011.43
O872,2023-10-01,P025,C149,Goiás,Loja Física,1,4131.72
O873,2023-03-07,P020,C428,Mato Grosso,Loja Física,8,2840.48
O874,2024-07-08,P030,C115,Acre,Online,3,1387.12
O875,2023-09-09,P041,C428,Espírito Santo,Loja Física,2,3303.68
O876,2023-12-30,P058,C148,Piauí,Online,8,4543.29
O877,2024-02-05,P042,C126,Acre,Online,5,2515.95
O878,2023-02-16,P005,C307,São Paulo,Loja Física,10,2454.38
O879,2023-07-31,P028,C445,Bahia,Loja Física,2,1928.69
O880,2023-06-01,P047,C295,Acre,Loja Física,3,2950.11
O881,2023-11-23,P010,C164,Rio Grande do Norte,Online,6,900.21
O882,2023-03-01,P018,C185,Piauí,Loja Física,1,1520.3
O883,2023-06-21,P034,C328,Amazonas,Online,3,3846.98
O884,2023-11-10,P039,C386,Roraima,Loja Física,6,4151.43
O885,2023-06-06,P044,C410,Ceará,Loja Física,6,569.58
O886,2023-03-15,P038,C181,Santa Catarina,Online,1,771.05
O887,2023-02-09,P019,C191,Paraná,Loja Física,7,1767.53
O888,2023-01-04,P059,C084,Pará,Online,3,2566.58
O889,2023-07-09,P054,C097,Rio Grande do Sul,Online,7,2356.41
O890,2023-09-20,P005,C060,Santa Catarina,Online,1,2449.64
O891,2024-09-27,P020,C354,Paraíba,Online,8,4459.66
O892,2024-03-17,P039,C268,Paraná,Loja Física,3,3578.48
O893,2023-10-16,P002,C382,Santa Catarina,Online,4,730.7
O894,2023-06-06,P045,C073,Rio de Janeiro,Online,5,714.19
O895,2024-09-28,P009,C041,Piauí,Online,2,192.15
O896,2024-10-26,P031,C388,Piauí,Online,4,628.31
O897,2023-03-30,P051,C338,Distrito Federal,Online,8,682.72
O898,2024-08-18,P017,C023,Amazonas,Loja Física,1,3797.3
O899,2023-08-07,P051,C064,Mato Grosso do Sul,Online,10,4515.76
O900,2024-11-20,P012,C344,Paraíba,Online,2,813.23
O901,2024-02-17,P048,C483,Bahia,Loja Física,6,886.73
O902,2024-06-08,P033,C400,São Paulo,Online,9,2894.15
O903,2023-07-26,P007,C420,Mato Grosso,Online,9,1163.29
O904,2023-04-22,P013,C494,Ceará,Online,9,121.21
O905,2024-07-10,P047,C051,Tocantins,Loja Física,6,3520.85
O906,2023-03-29,P012,C226,Minas Gerais,Online,3,4190.24
O907,2023-12-18,P025,C218,Tocantins,Online,7,652.94
O908,2023-12-30,P021,C064,Rio Grande do Norte,Online,9,765.97
O909,2023-11-23,P049,C185,Rio de Janeiro,Loja Física,9,3638.47
O910,2023-12-18,P006,C168,Sergipe,Online,7,1489.7
O911,2024-10-08,P039,C377,Ceará,Loja Física,4,2814.19
O912,2023-07-23,P019,C438,Piauí,Online,2,4484.3
O913,2023-12-17,P052,C244,Minas Gerais,Loja Física,3,162.65
O914,2022-12-14,P044,C252,Minas Gerais,Online,7,2246.49
O915,2023-02-03,P043,C347,Amazonas,Online,3,2034.58
O916,2023-09-27,P045,C303,Pará,Online,2,1882.18
O917,2023-12-23,P013,C174,Tocantins,Loja Física,2,1241.06
O918,2023-11-16,P028,C372,Sergipe,Loja Física,10,3008.88
O919,2023-05-31,P049,C405,Rio Grande do Sul,Loja Física,6,2431.55
O920,2023-05-12,P039,C487,Pernambuco,Loja Física,9,1466.56
O921,2024-02-22,P050,C233,Pará,Online,5,2497.77
O922,2023-08-27,P015,C322,Rondônia,Online,2,3715.21
O923,2023-01-02,P054,C035,Sergipe,Online,3,1974.9
O924,2023-01-04,P044,C168,Rondônia,Loja Física,10,3153.84
O925,2023-07-02,P049,C040,Minas Gerais,Loja Física,8,1089.47
O926,2023-12-15,P043,C255,Sergipe,Loja Física,9,1783.72
O927,2024-03-04,P056,C277,Goiás,Online,1,4954.49
O928,2024-10-11,P057,C469,Pará,Loja Física,8,1641.34
O929,2024-09-10,P025,C227,Rio Grande do Norte,Online,1,966.66
O930,2024-04-17,P043,C441,Paraná,Loja Física,3,2508.25
O931,2024-05-01,P009,C160,Rio de Janeiro,Loja Física,8,3843.65
O932,2023-11-26,P037,C346,Sergipe,Loja Física,8,2855.05
O933,2023-07-05,P011,C260,Amapá,Loja Física,5,2523.99
O934,2024-01-16,P025,C316,Minas Gerais,Loja Física,5,1670.37
O935,2022-12-02,P002,C303,Amapá,Online,6,1809.5
O936,2024-09-14,P048,C299,Acre,Loja Física,7,577.02
O937,2023-02-17,P023,C183,Piauí,Loja Física,1,3340.08
O938,2023-10-26,P016,C121,Espírito Santo,Loja Física,10,516.21
O939,2023-03-10,P045,C034,Ceará,Online,6,931.92
O940,2024-10-11,P035,C167,Amapá,Loja Física,7,2883.44
O941,2023-06-19,P058,C216,Bahia,Online,8,2981.15
O942,2024-06-13,P021,C194,Mato Grosso,Loja Física,6,2905.44
O943,2023-09-06,P052,C251,Pará,Online,6,2533.98
O944,2024-07-11,P052,C392,Minas Gerais,Loja Física,3,3112.66
O945,2023-10-05,P024,C497,Piauí,Online,8,3213.68
O946,2023-09-06,P051,C039,Santa Catarina,Online,5,1399.26
O947,2022-12-31,P020,C294,Pernambuco,Online,10,3740.15
O948,2023-10-03,P006,C368,Mato Grosso,Online,10,1750.51
O949,2023-01-04,P005,C291,Rio Grande do Sul,Loja Física,7,1127.72
O950,2024-02-11,P051,C040,Espírito Santo,Loja Física,9,4040.22
O951,2024-02-05,P028,C340,Goiás,Loja Física,4,2130.14
O952,2023-04-26,P017,C320,Distrito Federal,Loja Física,9,984.94
O953,2023-09-03,P002,C322,Rio de Janeiro,Online,10,2546.1
O954,2024-01-29,P043,C493,Santa Catarina,Loja Física,5,4692.1
O955,2023-07-08,P035,C415,Mato Grosso do Sul,Loja Física,10,3660.41
O956,2023-01-22,P004,C268,Tocantins,Loja Física,8,823.94
O957,2023-09-22,P010,C383,Minas Gerais,Loja Física,7,2110.28
O958,2023-12-22,P056,C426,Amazonas,Online,7,1407.98
O959,2023-11-10,P019,C331,Roraima,Loja Física,10,1257.04
O960,2024-07-11,P016,C059,Rondônia,Online,1,1303.37
O961,2024-01-27,P053,C159,Rio Grande do Norte,Loja Física,9,4957.34
O962,2023-07-01,P028,C332,Amapá,Online,3,1436.29
O963,2024-08-28,P002,C133,Rio Grande do Sul,Loja Física,9,962.33
O964,2024-03-24,P055,C022,São Paulo,Loja Física,1,371.1
O965,2024-05-07,P058,C043,Maranhão,Loja Física,2,4512.82
O966,2024-03-14,P027,C460,Paraíba,Online,7,4721.49
O967,2023-02-26,P047,C432,Rondônia,Online,2,2897.77
O968,2023-03-05,P033,C478,Pará,Loja Física,8,4434.37
O969,2023-02-09,P016,C308,Pará,Loja Física,6,4178.44
O970,2023-09-27,P048,C200,Rio Grande do Sul,Online,7,1168.24
O971,2023-09-11,P007,C090,Tocantins,Loja Física,8,2101.04
O972,2024-08-04,P056,C302,Amapá,Loja Física,9,1936.05
O973,2023-08-16,P008,C163,Goiás,Loja Física,8,3445.42
O974,2024-02-02,P018,C451,Rio Grande do Sul,Online,6,2428.59
O975,2024-11-24,P024,C421,Ceará,Online,10,270.57
O976,2023-09-05,P048,C340,Rio Grande do Sul,Online,4,1339.62
O977,2024-07-04,P025,C159,Espírito Santo,Loja Física,2,2721.06
O978,2023-03-18,P016,C440,Rio Grande do Norte,Loja Física,1,4557.97
O979,2023-04-29,P026,C475,Bahia,Loja Física,2,4687.98
O980,2024-03-07,P049,C121,Ceará,Online,3,4587.86
O981,2023-12-26,P041,C163,Rio Grande do Sul,Loja Física,1,1442.78
O982,2023-10-03,P006,C422,Paraná,Loja Física,8,3711.02
O983,2023-12-19,P060,C431,Maranhão,Loja Física,2,4139.56
O984,2022-12-27,P045,C134,Distrito Federal,Online,6,2162.27
O985,2022-12-31,P047,C417,Goiás,Loja Física,8,3506.53
O986,2022-12-26,P049,C027,Espírito Santo,Online,8,3975.99
O987,2023-03-12,P009,C002,Pernambuco,Online,5,1637.24
O988,2024-06-02,P006,C057,Roraima,Online,9,3596.46
O989,2023-08-11,P050,C426,Espírito Santo,Online,10,3460.19
O990,2024-08-11,P051,C481,Maranhão,Loja Física,8,4380.18
O991,2023-11-28,P009,C134,Roraima,Loja Física,5,1073.45
O992,2024-01-03,P027,C189,Roraima,Loja Física,7,4729.31
O993,2023-11-15,P057,C293,Alagoas,Online,1,4623.25
O994,2023-03-21,P042,C314,Espírito Santo,Online,2,4873.23
O995,2024-03-10,P013,C135,Rio de Janeiro,Online,1,2065.07
O996,2024-10-19,P028,C308,Bahia,Online,2,4794.36
O997,2023-12-31,P011,C485,Mato Grosso,Online,1,3621.06
O998,2023-03-14,P028,C396,Rio Grande do Norte,Loja Física,2,1199.97
O999,2023-08-07,P014,C098,Santa Catarina,Loja Física,5,3757.57
O1000,2024-11-18,P025,C067,Piauí,Online,10,1156.28
O1001,2024-03-16,P053,C145,São Paulo,Online,7,983.81
O1002,2023-07-31,P051,C075,Acre,Loja Física,5,1253.88
O1003,2023-04-01,P029,C465,Alagoas,Loja Física,10,3452.91
O1004,2023-09-27,P030,C044,Acre,Loja Física,3,4370.07
O1005,2024-03-18,P045,C204,Minas Gerais,Online,7,3571.42
O1006,2024-06-22,P048,C306,Bahia,Online,2,2829.3
O1007,2024-09-10,P004,C171,Alagoas,Loja Física,6,4984.02
O1008,2023-07-16,P043,C496,Rio Grande do Sul,Online,1,1342.92
O1009,2024-03-01,P040,C196,Ceará,Loja Física,6,747.97
O1010,2023-08-14,P058,C287,Amapá,Online,5,932.35
O1011,2023-12-25,P032,C477,Maranhão,Loja Física,3,539.28
O1012,2024-08-30,P046,C272,Piauí,Online,5,672.53
O1013,2023-12-26,P003,C066,Sergipe,Loja Física,6,4638.56
O1014,2024-01-13,P019,C463,Bahia,Loja Física,9,1633.75
O1015,2023-12-11,P058,C085,Maranhão,Loja Física,3,2822.81
O1016,2024-05-29,P060,C337,Espírito Santo,Loja Física,1,1025.71
O1017,2024-02-06,P004,C118,Roraima,Online,8,1375.1
O1018,2023-07-16,P046,C240,Piauí,Online,8,299.88
O1019,2023-11-29,P023,C364,Goiás,Loja Física,8,2515.64
O1020,2024-08-20,P055,C369,Rondônia,Online,6,558.53
O1021,2022-12-08,P056,C146,Roraima,Online,9,4130.6
O1022,2023-09-08,P037,C457,Minas Gerais,Online,10,4990.22
O1023,2023-08-10,P001,C270,Paraná,Online,7,4610.02
O1024,2024-05-02,P016,C394,Sergipe,Online,6,227.21
O1025,2023-02-19,P044,C349,Pará,Loja Física,6,2992.66
O1026,2023-10-15,P007,C429,Maranhão,Online,1,497.21
O1027,2024-02-22,P054,C363,Minas Gerais,Loja Física,8,3178.95
O1028,2023-07-22,P018,C305,Minas Gerais,Online,6,4851.88
O1029,2024-08-05,P042,C319,Rio Grande do Norte,Loja Física,10,733.67
O1030,2024-10-24,P056,C025,Rio Grande do Sul,Loja Física,6,4010.92
O1031,2024-06-11,P048,C037,Goiás,Loja Física,2,2054.41
O1032,2024-10-03,P012,C123,Paraná,Loja Física,2,200.51
O1033,2024-05-13,P014,C084,Pernambuco,Loja Física,5,3271.12
O1034,2024-03-28,P042,C079,Pará,Loja Física,8,4025.39
O1035,2022-12-16,P048,C413,Ceará,Online,6,3361.05
O1036,2024-03-03,P054,C189,Distrito Federal,Online,8,2282.67
O1037,2023-11-29,P025,C244,Bahia,Loja Física,2,3806.8
O1038,2023-06-20,P052,C189,Mato Grosso do Sul,Online,7,3190.36
O1039,2024-04-18,P006,C021,Distrito Federal,Loja Física,8,3414.56
O1040,2024-07-26,P042,C352,Rio de Janeiro,Online,8,2683.67
O1041,2024-07-20,P042,C269,Amazonas,Loja Física,8,2243.04
O1042,2024-02-18,P059,C411,Sergipe,Loja Física,3,4922.51
O1043,2024-02-17,P044,C463,Ceará,Online,9,2195.89
O1044,2023-05-21,P037,C025,Goiás,Online,1,2615.73
O1045,2024-06-08,P033,C218,Piauí,Online,8,3338.19
O1046,2023-01-04,P037,C417,Bahia,Loja Física,5,2969.28
O1047,2024-02-22,P050,C258,Acre,Online,8,979.81
O1048,2023-12-04,P012,C432,Pernambuco,Online,2,2139.63
O1049,2023-04-07,P046,C153,Maranhão,Loja Física,8,3156.67
O1050,2024-01-07,P017,C175,Rio Grande do Sul,Online,4,1006.93
O1051,2024-03-28,P048,C310,Bahia,Online,7,2718.44
O1052,2024-06-08,P001,C203,Pará,Online,3,3313.42
O1053,2024-03-21,P030,C355,Pernambuco,Loja Física,5,3130.65
O1054,2024-07-19,P040,C185,Rio de Janeiro,Loja Física,5,529.41
O1055,2024-09-09,P009,C008,Tocantins,Online,1,3510.56
O1056,2023-09-17,P013,C440,Acre,Online,8,3278.25
O1057,2023-03-20,P042,C124,Piauí,Online,2,1574.5
O1058,2024-08-25,P030,C076,Sergipe,Loja Física,1,670.65
O1059,2024-05-07,P058,C079,São Paulo,Loja Física,8,2410.3
O1060,2023-06-02,P056,C231,Mato Grosso,Online,4,1544.67
O1061,2022-12-20,P054,C427,Pernambuco,Online,6,138.58
O1062,2024-02-13,P041,C434,Rio de Janeiro,Loja Física,7,4258.22
O1063,2024-05-23,P048,C297,Mato Grosso do Sul,Loja Física,1,2488.73
O1064,2023-02-19,P032,C263,Mato Grosso,Loja Física,4,3600.02
O1065,2023-04-23,P034,C010,Piauí,Loja Física,9,411.2
O1066,2022-12-10,P058,C332,Piauí,Loja Física,2,2524.47
O1067,2023-11-03,P042,C178,Rio Grande do Norte,Loja Física,1,890.53
O1068,2023-07-27,P047,C099,Sergipe,Loja Física,8,1237.31
O1069,2023-10-17,P015,C301,Minas Gerais,Loja Física,10,4281.92
O1070,2023-03-23,P046,C337,Rio Grande do Norte,Online,5,3642.68
O1071,2023-10-12,P025,C492,Piauí,Loja Física,8,4018.8
O1072,2024-05-15,P055,C083,Mato Grosso do Sul,Online,5,3484.42
O1073,2023-05-03,P006,C342,Sergipe,Online,3,1077.47
O1074,2023-10-10,P039,C252,Pará,Loja Física,8,1587.89
O1075,2023-12-20,P014,C286,Amapá,Online,6,4416.44
O1076,2024-07-19,P023,C347,Roraima,Online,9,256.65
O1077,2024-03-14,P005,C173,Piauí,Online,10,1210.78
O1078,2024-11-09,P036,C115,Sergipe,Loja Física,6,3945.94
O1079,2023-11-27,P050,C024,Paraná,Loja Física,3,4281.7
O1080,2024-10-03,P056,C264,Mato Grosso do Sul,Online,1,4640.5
O1081,2024-09-14,P029,C410,Rio Grande do Norte,Online,2,3930.1
O1082,2024-06-19,P040,C401,Pará,Online,9,616.51
O1083,2024-06-12,P041,C061,Tocantins,Loja Física,3,3668.91
O1084,2023-01-13,P046,C227,Paraná,Loja Física,2,856.05
O1085,2024-05-27,P024,C172,Santa Catarina,Online,2,4258.12
O1086,2023-03-13,P029,C497,Piauí,Online,4,4190.59
O1087,2024-01-02,P031,C175,Ceará,Online,2,1403.48
O1088,2023-05-06,P046,C387,Piauí,Loja Física,4,842.89
O1089,2024-02-04,P049,C272,Piauí,Online,3,4028.67
O1090,2023-08-05,P027,C471,Piauí,Loja Física,9,3993.58
O1091,2024-04-23,P024,C484,Acre,Loja Física,3,3873.74
O1092,2023-12-02,P046,C413,Distrito Federal,Online,2,1757.69
O1093,2024-01-08,P026,C396,Roraima,Loja Física,1,2027.0
O1094,2023-09-14,P003,C339,Espírito Santo,Online,10,383.27
O1095,2023-07-27,P041,C366,Rio Grande do Sul,Loja Física,7,2069.81
O1096,2023-04-09,P044,C359,Goiás,Loja Física,6,4555.23
O1097,2023-11-18,P001,C424,Bahia,Online,7,2286.33
O1098,2024-11-03,P014,C455,Goiás,Loja Física,6,4449.61
O1099,2024-01-14,P051,C333,Pernambuco,Online,5,512.98
O1100,2023-08-18,P035,C172,Pernambuco,Online,9,4960.43
O1101,2024-01-24,P019,C110,Amazonas,Loja Física,9,1769.47
O1102,2023-08-28,P041,C082,Acre,Online,9,3003.27
O1103,2024-05-03,P016,C427,Paraná,Loja Física,7,4936.08
O1104,2024-07-17,P008,C375,Amapá,Loja Física,5,3172.25
O1105,2024-09-29,P023,C064,Amapá,Online,8,1560.01
O1106,2024-06-07,P048,C003,Rio Grande do Norte,Loja Física,4,4046.4
O1107,2024-05-07,P038,C290,Rio de Janeiro,Online,6,1566.09
O1108,2024-04-08,P043,C402,Santa Catarina,Online,7,2646.37
O1109,2024-08-11,P016,C054,Maranhão,Online,6,2326.12
O1110,2024-05-17,P010,C365,Piauí,Loja Física,2,552.02
O1111,2023-06-19,P028,C455,Rondônia,Loja Física,4,2286.2
O1112,2024-03-13,P024,C347,Distrito Federal,Loja Física,10,2838.95
O1113,2023-12-07,P050,C203,Bahia,Loja Física,7,4982.91
O1114,2023-04-24,P045,C477,Sergipe,Loja Física,3,807.3
O1115,2023-06-05,P009,C249,Rio de Janeiro,Loja Física,3,4843.36
O1116,2023-06-30,P033,C442,Distrito Federal,Online,4,2331.62
O1117,2024-02-02,P003,C383,Roraima,Loja Física,2,3047.84
O1118,2023-07-15,P027,C057,Pará,Loja Física,10,1518.99
O1119,2023-05-19,P034,C079,Pará,Loja Física,5,4956.0
O1120,2023-07-15,P020,C151,Sergipe,Online,3,796.49
O1121,2024-07-16,P038,C216,Amapá,Loja Física,5,1156.35
O1122,2023-07-08,P053,C379,Sergipe,Online,2,2782.93
O1123,2024-05-26,P005,C446,Amapá,Loja Física,8,2907.99
O1124,2023-05-05,P037,C232,Maranhão,Loja Física,8,4188.85
O1125,2024-05-15,P054,C311,Rondônia,Online,9,3218.66
O1126,2024-05-26,P049,C231,Minas Gerais,Loja Física,3,4345.09
O1127,2023-12-10,P021,C046,Rio Grande do Sul,Loja Física,7,1240.83
O1128,2023-07-30,P026,C174,Goiás,Online,8,3705.97
O1129,2023-12-03,P042,C046,Roraima,Online,10,3187.54
O1130,2023-08-23,P050,C363,Ceará,Online,9,517.24
O1131,2024-02-04,P040,C278,Mato Grosso,Online,10,2656.59
O1132,2024-11-20,P049,C244,Distrito Federal,Online,2,3325.45
O1133,2024-11-20,P035,C093,Acre,Loja Física,4,1301.9
O1134,2024-08-04,P046,C430,Mato Grosso,Loja Física,2,4053.91
O1135,2024-06-08,P039,C165,Pernambuco,Online,8,4323.67
O1136,2023-06-26,P002,C175,Piauí,Online,7,217.88
O1137,2023-07-07,P034,C163,Pernambuco,Loja Física,2,661.76
O1138,2023-02-28,P007,C278,Roraima,Loja Física,3,995.08
O1139,2024-02-14,P050,C046,Rondônia,Loja Física,7,3425.18
O1140,2024-05-04,P004,C315,Maranhão,Online,1,3595.17
O1141,2024-01-21,P020,C200,Pará,Loja Física,3,2122.83
O1142,2023-09-16,P021,C133,Pernambuco,Online,1,1092.54
O1143,2024-10-21,P049,C306,Mato Grosso,Online,8,2592.24
O1144,2023-09-28,P033,C198,Pará,Loja Física,1,1659.85
O1145,2024-08-22,P036,C209,Amazonas,Loja Física,1,2096.72
O1146,2023-08-21,P015,C468,Acre,Loja Física,9,4821.03
O1147,2024-07-18,P044,C052,Alagoas,Online,5,2884.4
O1148,2024-08-11,P029,C043,Espírito Santo,Online,3,1929.2
O1149,2023-03-19,P011,C401,Alagoas,Loja Física,9,2313.54
O1150,2023-07-09,P001,C417,Rio Grande do Norte,Loja Física,3,102.66
O1151,2022-12-28,P060,C472,Sergipe,Loja Física,10,1329.36
O1152,2023-07-07,P044,C195,Paraíba,Online,10,4219.35
O1153,2024-06-02,P019,C024,Roraima,Online,5,539.6
O1154,2023-01-26,P045,C063,Santa Catarina,Online,9,4994.22
O1155,2023-08-22,P057,C222,Tocantins,Loja Física,6,3212.33
O1156,2024-11-12,P049,C363,Rio Grande do Norte,Loja Física,4,3345.16
O1157,2023-11-04,P021,C175,Tocantins,Loja Física,10,1709.44
O1158,2024-04-18,P059,C355,Rondônia,Online,10,2434.99
O1159,2023-06-13,P058,C005,Minas Gerais,Online,7,2823.37
O1160,2024-06-28,P045,C361,Sergipe,Loja Física,9,497.63
O1161,2023-12-03,P057,C333,Espírito Santo,Online,9,251.64
O1162,2023-05-11,P054,C418,Minas Gerais,Loja Física,2,1829.67
O1163,2023-05-01,P053,C193,Santa Catarina,Loja Física,7,968.21
O1164,2024-08-30,P050,C416,Rio de Janeiro,Online,2,2367.19
O1165,2024-01-18,P060,C099,Rio Grande do Norte,Online,4,3741.41
O1166,2023-06-24,P049,C144,Minas Gerais,Loja Física,4,540.84
O1167,2024-11-19,P040,C321,Ceará,Online,4,4902.58
O1168,2024-02-05,P024,C019,Bahia,Loja Física,10,1124.52
O1169,2024-05-19,P013,C421,Espírito Santo,Loja Física,2,4362.59
O1170,2023-06-24,P037,C257,Sergipe,Online,9,1049.47
O1171,2023-03-12,P048,C290,Minas Gerais,Online,2,2982.01
O1172,2023-02-18,P048,C034,Rondônia,Loja Física,10,4291.85
O1173,2024-03-18,P057,C268,São Paulo,Loja Física,4,4253.57
O1174,2024-06-23,P002,C497,Rio de Janeiro,Loja Física,9,4427.2
O1175,2024-02-24,P001,C481,Piauí,Online,6,2219.49
O1176,2023-05-30,P027,C141,Pará,Loja Física,8,1871.21
O1177,2023-06-02,P049,C023,São Paulo,Online,1,1461.87
O1178,2023-01-04,P027,C273,Rio Grande do Norte,Loja Física,1,2020.11
O1179,2024-04-29,P022,C042,Mato Grosso,Online,4,4892.67
O1180,2024-10-29,P028,C491,Amazonas,Online,4,905.96
O1181,2024-01-12,P020,C033,Espírito Santo,Online,1,2451.84
O1182,2023-05-20,P052,C013,Mato Grosso,Loja Física,5,1311.05
O1183,2024-04-04,P031,C123,Maranhão,Online,6,2646.41
O1184,2023-05-25,P016,C484,Amazonas,Loja Física,2,3164.21
O1185,2023-01-05,P038,C064,Amazonas,Online,1,1949.24
O1186,2023-02-11,P057,C435,Rio de Janeiro,Online,3,403.81
O1187,2023-10-13,P052,C227,Amapá,Loja Física,10,3168.31
O1188,2023-08-09,P005,C053,Minas Gerais,Online,9,355.8
O1189,2024-06-05,P055,C196,Pernambuco,Online,10,3784.62
O1190,2023-11-27,P015,C443,Mato Grosso do Sul,Online,8,1981.21
O1191,2023-02-12,P051,C220,Mato Grosso do Sul,Online,6,3289.51
O1192,2024-05-08,P044,C401,Acre,Loja Física,9,1708.15
O1193,2024-07-16,P013,C056,Pará,Online,10,3595.17
O1194,2023-03-12,P038,C405,Santa Catarina,Online,10,717.31
O1195,2022-11-30,P033,C132,Paraíba,Loja Física,8,3650.65
O1196,2024-01-27,P029,C096,Alagoas,Online,1,396.41
O1197,2024-11-16,P020,C300,Piauí,Loja Física,5,2959.96
O1198,2023-03-28,P035,C398,Rondônia,Online,8,1612.5
O1199,2023-10-08,P022,C150,Paraíba,Online,9,2973.56
O1200,2024-04-16,P044,C075,Amapá,Online,9,4114.0
O1201,2024-11-21,P036,C440,Amapá,Loja Física,6,1057.49
O1202,2024-10-10,P013,C328,Tocantins,Online,6,1027.84
O1203,2024-10-08,P031,C356,Rio de Janeiro,Loja Física,10,3492.83
O1204,2023-11-30,P055,C297,Mato Grosso,Loja Física,10,1568.19
O1205,2023-12-01,P022,C084,Pará,Loja Física,1,2530.06
O1206,2024-04-14,P059,C002,Espírito Santo,Online,4,2386.03
O1207,2023-04-29,P014,C123,Sergipe,Loja Física,7,1106.05
O1208,2024-07-05,P012,C423,Acre,Loja Física,1,461.28
O1209,2023-07-07,P002,C285,Pará,Online,5,2258.0
O1210,2023-08-02,P041,C300,Paraná,Loja Física,1,4879.02
O1211,2023-07-05,P013,C102,Ceará,Online,4,4438.37
O1212,2024-04-10,P047,C090,Maranhão,Online,3,1060.34
O1213,2023-01-10,P012,C432,Bahia,Online,1,4174.08
O1214,2024-10-31,P009,C195,Espírito Santo,Online,6,4686.96
O1215,2024-07-15,P020,C234,Alagoas,Loja Física,6,3338.45
O1216,2023-02-03,P034,C410,Mato Grosso do Sul,Loja Física,2,680.62
O1217,2024-04-15,P057,C474,Rondônia,Online,4,2709.52
O1218,2024-02-14,P045,C192,Maranhão,Loja Física,4,4612.97
O1219,2023-05-25,P049,C316,Mato Grosso,Online,9,1541.5
