VendaID,DataVenda,ProdutoID,ClienteID,Região,Canal,Quantidade,Receita
V819,2024-08-13,P051,C083,Ceará,Loja Física,3,4212.97
V820,2024-05-21,P045,C402,Ceará,Online,9,258.3
V821,2024-01-04,P053,C232,Pará,Online,9,2005.54
V822,2023-11-23,P033,C402,Rio Grande do Sul,Loja Física,1,4639.78
V823,2023-01-06,P025,C214,Rio Grande do Sul,Loja Física,9,363.63
V824,2024-02-03,P048,C129,Tocantins,Loja Física,4,4566.28
V825,2023-06-09,P046,C364,Espírito Santo,Loja Física,10,2778.41
V826,2024-11-09,P039,C101,Paraná,Online,5,2299.19
V827,2024-09-16,P044,C039,Roraima,Online,9,684.83
V828,2023-03-02,P003,C220,Bahia,Loja Física,3,888.55
V829,2023-11-17,P055,C131,Acre,Loja Física,8,3577.48
V830,2023-03-11,P010,C021,Rondônia,Loja Física,10,349.19
V831,2024-08-11,P060,C321,Mato Grosso do Sul,Loja Física,8,3970.55
V832,2023-11-23,P036,C184,Amazonas,Loja Física,9,1177.81
V833,2024-04-29,P012,C267,Amazonas,Online,7,2761.09
V834,2024-01-14,P026,C048,Paraíba,Online,4,3350.34
V835,2024-02-05,P022,C185,Ceará,Online,10,2699.44
V836,2024-03-04,P036,C422,Paraná,Online,2,3377.8
V837,2023-08-01,P029,C124,Espírito Santo,Online,1,3444.5
V838,2024-07-06,P021,C196,Rio Grande do Sul,Online,7,1357.29
V839,2024-10-20,P047,C145,Acre,Loja Física,9,4033.8
V840,2023-11-06,P029,C250,Amapá,Loja Física,4,1669.53
V841,2024-03-17,P006,C486,Pará,Online,9,2712.71
V842,2024-08-22,P041,C034,Tocantins,Online,7,4194.76
V843,2024-06-08,P014,C276,Santa Catarina,Loja Física,2,3759.77
V844,2024-10-20,P010,C013,Rio Grande do Norte,Loja Física,1,528.85
V845,2023-12-25,P004,C092,Rio Grande do Sul,Loja Física,9,445.17
V846,2023-10-25,P053,C117,Bahia,Loja Física,7,2310.52
V847,2024-09-03,P026,C222,Maranhão,Online,7,3399.16
V848,2024-11-01,P035,C004,Espírito Santo,Online,10,323.03
V849,2024-01-27,P055,C038,Paraíba,Online,5,3955.77
V850,2023-11-09,P020,C311,Amazonas,Loja Física,8,1968.93
V851,2024-10-24,P053,C339,Acre,Loja Física,3,2713.99
V852,2023-03-31,P009,C383,Pernambuco,Loja Física,3,1560.48
V853,2024-06-27,P057,C469,Rio Grande do Sul,Loja Física,1,2812.27
V854,2024-09-27,P036,C073,Pará,Online,1,2906.32
V855,2023-12-01,P026,C276,Goiás,Online,5,1129.26
V856,2023-11-12,P048,C463,São Paulo,Loja Física,4,2122.01
V857,2023-06-17,P042,C436,Distrito Federal,Online,3,1001.56
V858,2024-07-03,P040,C428,Bahia,Online,2,988.65
V859,2023-06-08,P052,C291,Amapá,Loja Física,9,458.41
V860,2024-09-10,P043,C035,Bahia,Online,4,3655.39
V861,2024-04-06,P032,C488,Maranhão,Loja Física,3,3389.35
V862,2023-07-01,P016,C052,Ceará,Online,4,1657.15
V863,2024-07-14,P029,C169,Mato Grosso do Sul,Loja Física,10,846.74
V864,2024-07-24,P037,C187,Rio Grande do Sul,Loja Física,7,926.33
V865,2024-01-06,P021,C127,Rio Grande do Sul,Online,7,1455.73
V866,2023-12-09,P024,C069,Minas Gerais,Loja Física,8,2367.96
V867,2024-03-28,P023,C397,Ceará,Loja Física,9,633.28
V868,2023-06-01,P042,C311,Amazonas,Loja Física,3,4467.36
V869,2023-06-29,P013,C135,São Paulo,Online,2,4471.32
V870,2023-11-04,P055,C260,Espírito Santo,Online,10,2936.61
V871,2023-01-27,P050,C303,Tocantins,Online,9,1377.02
V872,2024-06-04,P058,C277,Sergipe,Online,6,2023.24
V873,2023-07-07,P058,C396,Mato Grosso,Loja Física,3,2377.04
V874,2023-05-29,P033,C047,Pernambuco,Loja Física,9,151.9
V875,2023-06-27,P016,C435,Rio Grande do Sul,Online,9,787.82
V876,2023-08-15,P011,C092,Mato Grosso,Online,8,4701.96
V877,2023-08-03,P003,C113,Paraná,Loja Física,4,408.02
V878,2024-10-21,P024,C120,Amapá,Online,9,4547.86
V879,2024-01-21,P024,C199,Sergipe,Loja Física,1,295.53
V880,2023-01-29,P042,C166,Pará,Loja Física,5,2935.29
V881,2023-03-15,P037,C090,Pernambuco,Loja Física,6,2979.63
V882,2023-03-25,P058,C428,Amazonas,Loja Física,7,4866.1
V883,2023-05-26,P015,C265,Pernambuco,Loja Física,6,2485.62
V884,2023-09-21,P031,C455,Mato Grosso do Sul,Online,9,4421.97
V885,2024-05-20,P029,C085,Alagoas,Online,9,3253.04
V886,2023-03-26,P014,C077,Roraima,Online,6,3049.9
V887,2024-05-29,P053,C061,Minas Gerais,Online,7,4074.75
V888,2023-05-13,P047,C059,Sergipe,Loja Física,8,1132.45
V889,2023-01-16,P011,C332,Santa Catarina,Loja Física,1,1293.98
V890,2023-10-16,P009,C294,Mato Grosso,Online,3,3184.75
V891,2023-10-10,P003,C457,Mato Grosso,Online,1,915.07
V892,2023-08-12,P060,C093,Distrito Federal,Loja Física,10,4849.29
V893,2024-01-23,P041,C010,São Paulo,Loja Física,2,1161.31
V894,2023-11-24,P039,C242,Sergipe,Online,4,4168.78
V895,2023-10-16,P039,C074,Rio Grande do Sul,Online,10,3332.28
V896,2023-01-15,P017,C086,São Paulo,Loja Física,8,3023.01
V897,2023-05-07,P005,C118,Pernambuco,Loja Física,3,631.99
V898,2024-09-04,P013,C268,Distrito Federal,Loja Física,3,3067.0
V899,2023-10-20,P012,C244,Mato Grosso do Sul,Online,9,2566.31
V900,2023-09-26,P008,C048,Sergipe,Online,10,2742.5
V901,2024-10-30,P001,C460,Paraná,Loja Física,9,2161.35
V902,2024-07-17,P056,C023,Rio de Janeiro,Loja Física,4,4698.27
V903,2024-02-24,P031,C405,Paraná,Loja Física,6,2986.34
V904,2024-05-21,P048,C465,Paraná,Online,7,756.03
V905,2022-12-13,P031,C393,Alagoas,Online,5,3031.63
V906,2024-09-23,P035,C210,Bahia,Online,1,3574.83
V907,2024-10-12,P051,C004,Mato Grosso,Online,9,135.25
V908,2024-07-14,P042,C106,Rio de Janeiro,Loja Física,7,1875.12
V909,2024-02-18,P010,C219,Espírito Santo,Loja Física,5,4289.39
V910,2023-09-19,P028,C290,Paraíba,Loja Física,7,3799.36
V911,2023-12-03,P027,C283,Rio Grande do Sul,Loja Física,3,1914.04
V912,2022-12-02,P036,C248,Bahia,Loja Física,10,1787.35
V913,2023-08-28,P046,C204,São Paulo,Online,2,3764.29
V914,2023-07-17,P029,C401,Rio de Janeiro,Online,2,1150.84
V915,2024-07-05,P026,C403,Maranhão,Online,3,2006.61
V916,2023-09-26,P041,C003,Rio Grande do Sul,Online,3,2411.18
V917,2024-09-20,P039,C223,Amazonas,Online,5,1186.67
V918,2024-10-20,P006,C312,Amapá,Loja Física,7,3108.43
V919,2024-09-07,P034,C147,Rio de Janeiro,Online,3,3237.43
V920,2023-10-19,P029,C006,Tocantins,Loja Física,4,264.69
V921,2024-01-20,P039,C262,Distrito Federal,Online,10,930.47
V922,2024-06-30,P003,C185,Alagoas,Online,3,525.53
V923,2024-06-20,P018,C400,Pernambuco,Loja Física,7,2086.71
V924,2024-01-26,P013,C266,Acre,Online,2,2793.0
V925,2024-08-10,P047,C425,Goiás,Loja Física,6,4820.11
V926,2024-03-10,P018,C116,Mato Grosso do Sul,Online,8,4655.6
V927,2024-10-25,P037,C003,Bahia,Online,7,2580.57
V928,2023-05-18,P036,C038,Distrito Federal,Loja Física,6,4740.38
V929,2023-12-12,P052,C263,Bahia,Loja Física,8,4833.67
V930,2023-05-17,P037,C248,Paraná,Online,6,4810.07
V931,2023-06-27,P030,C349,Rio Grande do Norte,Online,8,669.71
V932,2023-11-01,P005,C196,Espírito Santo,Online,4,4020.79
V933,2023-12-10,P027,C490,Paraíba,Online,5,1316.46
V934,2022-12-20,P006,C205,Minas Gerais,Loja Física,2,2817.3
V935,2023-09-26,P012,C244,Maranhão,Loja Física,4,4482.15
V936,2023-08-16,P018,C094,São Paulo,Online,8,3711.85
V937,2024-04-30,P016,C377,Alagoas,Loja Física,4,1223.12
V938,2024-05-08,P054,C128,Santa Catarina,Loja Física,3,3916.8
V939,2024-08-08,P008,C472,Amazonas,Loja Física,10,132.46
V940,2023-10-08,P055,C278,Amapá,Loja Física,6,3141.27
V941,2024-06-12,P032,C460,Mato Grosso,Loja Física,8,996.07
V942,2023-04-05,P049,C469,Distrito Federal,Loja Física,7,1188.25
V943,2024-09-10,P037,C066,Amapá,Loja Física,8,4704.31
V944,2023-11-26,P003,C258,Paraíba,Loja Física,3,2340.26
V945,2024-11-11,P008,C358,Distrito Federal,Loja Física,6,3477.13
V946,2023-03-07,P001,C346,Tocantins,Loja Física,10,593.66
V947,2024-03-25,P024,C314,Bahia,Online,9,1387.96
V948,2024-01-16,P018,C242,Mato Grosso do Sul,Loja Física,6,1001.18
V949,2022-12-18,P028,C108,Piauí,Loja Física,6,4286.2
V950,2024-11-01,P018,C231,Roraima,Online,10,3461.46
V951,2023-09-30,P053,C052,São Paulo,Loja Física,4,2821.17
V952,2024-03-01,P055,C196,Tocantins,Online,3,2417.64
V953,2024-02-09,P001,C091,Piauí,Loja Física,3,4978.25
V954,2024-04-25,P055,C323,Distrito Federal,Loja Física,8,1570.17
V955,2022-12-19,P036,C440,Mato Grosso,Online,7,584.98
V956,2023-02-01,P011,C031,Tocantins,Loja Física,8,4210.96
V957,2024-04-10,P007,C231,São Paulo,Loja Física,5,1868.71
V958,2023-10-26,P036,C286,Rio Grande do Sul,Loja Física,6,197.19
V959,2023-03-13,P008,C180,Minas Gerais,Online,10,2921.88
V960,2024-10-01,P042,C276,Roraima,Loja Física,6,1692.94
V961,2023-11-21,P033,C250,Paraná,Loja Física,2,1967.25
V962,2023-04-18,P019,C238,Espírito Santo,Online,3,3238.85
V963,2023-01-06,P060,C173,Piauí,Loja Física,2,487.65
V964,2023-06-18,P022,C117,Maranhão,Loja Física,5,3581.12
V965,2023-09-18,P039,C331,Pernambuco,Loja Física,8,3926.77
V966,2023-08-09,P024,C383,Mato Grosso,Loja Física,7,919.86
V967,2023-05-11,P055,C012,Rondônia,Online,5,4708.14
V968,2023-11-16,P045,C384,Amazonas,Online,3,2045.52
V969,2023-08-08,P007,C033,Sergipe,Online,1,3877.58
V970,2023-08-17,P034,C392,Amazonas,Online,5,3128.7
V971,2024-07-11,P006,C336,Pernambuco,Loja Física,4,1312.24
V972,2024-10-11,P019,C227,Espírito Santo,Online,3,2681.04
V973,2023-09-18,P011,C015,Amapá,Loja Física,6,4334.78
V974,2023-07-02,P030,C446,Goiás,Loja Física,9,2279.74
V975,2024-07-04,P045,C277,Roraima,Loja Física,10,2231.39
V976,2024-09-04,P041,C328,Goiás,Loja Física,6,2460.09
V977,2023-10-21,P015,C413,Amazonas,Loja Física,5,1892.34
V978,2023-06-11,P017,C080,Ceará,Online,1,2664.25
V979,2024-09-06,P049,C435,Rondônia,Loja Física,5,2399.07
V980,2023-01-30,P001,C353,Sergipe,Loja Física,5,144.75
V981,2023-11-28,P028,C409,Ceará,Online,1,2786.24
V982,2022-12-13,P013,C211,Goiás,Loja Física,7,1324.49
V983,2024-07-01,P046,C378,Espírito Santo,Loja Física,7,1180.9
V984,2024-01-20,P006,C217,Espírito Santo,Online,9,3846.24
V985,2023-01-07,P059,C314,Rio Grande do Sul,Loja Física,5,3277.44
V986,2023-08-26,P035,C415,Bahia,Loja Física,4,4282.06
V987,2023-05-21,P012,C070,Ceará,Online,8,3126.87
V988,2024-04-15,P018,C359,Mato Grosso do Sul,Loja Física,4,1671.15
V989,2023-01-20,P010,C026,Goiás,Online,3,4864.43
V990,2024-07-26,P019,C138,Rondônia,Loja Física,1,1240.77
V991,2024-04-17,P010,C008,Sergipe,Online,6,2159.19
V992,2022-12-29,P051,C410,Sergipe,Loja Física,8,3514.98
V993,2024-07-05,P003,C170,Amazonas,Online,1,1405.87
V994,2022-12-22,P026,C037,Goiás,Loja Física,3,1041.74
V995,2023-06-08,P054,C129,Santa Catarina,Loja Física,1,697.61
V996,2023-05-01,P050,C366,Alagoas,Loja Física,8,1311.09
V997,2024-09-09,P003,C102,Rio Grande do Norte,Online,9,3363.44
V998,2022-12-13,P014,C243,Pernambuco,Loja Física,6,877.2
V999,2024-03-24,P047,C022,São Paulo,Online,5,2458.03
V1000,2023-03-26,P020,C102,Paraíba,Online,4,4869.04
V1001,2023-06-01,P016,C325,Piauí,Loja Física,1,920.07
V1002,2023-03-06,P018,C300,Pará,Loja Física,4,143.76
V1003,2023-11-30,P003,C298,Rio Grande do Sul,Loja Física,10,859.46
V1004,2024-04-30,P050,C046,Alagoas,Online,8,547.87
V1005,2023-02-24,P040,C174,Paraná,Online,1,1842.04
V1006,2024-02-09,P010,C360,Goiás,Online,3,2490.43
V1007,2023-05-16,P021,C286,Rio Grande do Sul,Loja Física,8,3692.63
V1008,2023-11-24,P002,C353,Pernambuco,Loja Física,3,1328.41
V1009,2024-05-24,P003,C249,Rio de Janeiro,Loja Física,9,1544.1
V1010,2023-06-15,P045,C251,Tocantins,Online,9,1803.56
V1011,2024-07-15,P047,C240,Bahia,Online,2,2702.57
V1012,2023-09-10,P029,C152,Santa Catarina,Loja Física,9,1898.85
V1013,2023-04-07,P001,C398,Espírito Santo,Loja Física,3,4426.37
V1014,2024-03-12,P040,C439,Paraíba,Online,6,3632.92
V1015,2024-03-13,P043,C496,Goiás,Loja Física,4,2667.94
V1016,2024-06-30,P032,C393,Goiás,Online,10,1487.33
V1017,2024-06-07,P027,C329,Maranhão,Online,2,2663.68
V1018,2023-02-24,P005,C023,Santa Catarina,Online,3,4380.11
V1019,2024-07-24,P013,C055,Sergipe,Online,2,255.9
V1020,2024-08-25,P042,C429,Pernambuco,Loja Física,9,3157.46
V1021,2023-04-04,P038,C132,Amapá,Loja Física,4,3069.17
V1022,2023-07-27,P005,C007,Tocantins,Loja Física,2,2393.49
V1023,2023-02-19,P041,C032,Paraíba,Loja Física,6,3991.82
V1024,2024-02-20,P004,C422,Mato Grosso do Sul,Loja Física,9,299.2
V1025,2022-12-17,P005,C428,Ceará,Online,4,4806.88
V1026,2024-11-18,P007,C052,São Paulo,Online,9,1988.12
V1027,2023-07-28,P013,C270,Minas Gerais,Online,10,3164.09
V1028,2024-02-18,P012,C286,São Paulo,Loja Física,2,3854.79
V1029,2024-05-07,P037,C184,Minas Gerais,Loja Física,7,4425.84
V1030,2024-11-02,P011,C406,Roraima,Loja Física,9,1753.81
V1031,2023-09-15,P011,C274,Mato Grosso do Sul,Loja Física,6,4522.18
V1032,2023-10-02,P036,C167,Paraíba,Loja Física,7,4148.16
V1033,2024-06-05,P021,C312,Alagoas,Online,7,3851.97
V1034,2023-05-01,P060,C382,Bahia,Loja Física,8,2292.75
V1035,2023-01-26,P026,C001,São Paulo,Online,5,3019.24
V1036,2024-03-01,P034,C070,Ceará,Online,5,4923.53
V1037,2024-05-17,P014,C439,Maranhão,Online,5,4603.65
V1038,2024-09-03,P033,C285,Mato Grosso,Online,2,284.91
V1039,2024-03-29,P023,C080,Rondônia,Loja Física,6,4459.16
V1040,2023-06-04,P016,C120,Bahia,Loja Física,2,2895.39
V1041,2023-02-15,P037,C470,Tocantins,Online,6,3985.23
V1042,2024-05-22,P012,C250,Santa Catarina,Online,10,3247.05
V1043,2024-07-20,P003,C375,Rio Grande do Sul,Loja Física,2,3922.6
V1044,2023-07-20,P059,C395,Maranhão,Loja Física,7,2140.96
V1045,2024-09-18,P056,C062,Paraná,Online,10,4650.4
V1046,2024-05-12,P041,C399,Espírito Santo,Loja Física,1,1593.44
V1047,2024-03-08,P003,C164,Goiás,Online,6,2561.77
V1048,2024-08-14,P015,C079,Amapá,Loja Física,8,3788.92
V1049,2023-03-02,P037,C259,Amazonas,Online,7,1519.94
V1050,2024-08-07,P026,C076,Rondônia,Loja Física,2,2431.69
V1051,2024-02-10,P048,C026,Goiás,Loja Física,5,516.89
V1052,2024-07-27,P033,C223,Paraná,Online,3,2456.52
V1053,2022-12-29,P013,C250,Pernambuco,Online,9,3118.38
V1054,2023-08-24,P048,C269,Alagoas,Online,2,1404.66
V1055,2024-01-15,P028,C166,Minas Gerais,Online,2,3391.56
V1056,2023-10-26,P028,C188,Paraíba,Online,6,1788.17
V1057,2024-04-24,P042,C013,Paraná,Loja Física,3,4939.49
V1058,2023-09-11,P040,C421,Rio Grande do Sul,Loja Física,10,814.51
V1059,2023-01-20,P003,C474,Santa Catarina,Online,4,3458.26
V1060,2023-12-25,P010,C388,São Paulo,Online,2,3723.95
V1061,2024-04-13,P016,C486,Mato Grosso do Sul,Online,5,167.29
V1062,2023-08-20,P045,C412,Pará,Loja Física,8,2408.83
V1063,2022-12-07,P022,C108,São Paulo,Online,4,2777.48
V1064,2024-09-17,P049,C133,Goiás,Loja Física,10,3676.63
V1065,2023-10-20,P010,C356,Rio de Janeiro,Online,7,2956.72
V1066,2024-08-27,P043,C270,Amapá,Loja Física,3,394.54
V1067,2023-12-13,P013,C405,Rio de Janeiro,Loja Física,1,2378.31
V1068,2023-02-17,P001,C035,Pernambuco,Loja Física,6,4334.98
V1069,2023-10-30,P002,C150,Espírito Santo,Loja Física,4,4900.98
V1070,2023-09-05,P033,C364,Pará,Loja Física,8,4347.19
V1071,2024-04-04,P035,C046,Roraima,Online,9,4837.28
V1072,2024-10-20,P036,C475,Rio de Janeiro,Online,1,1312.22
V1073,2024-09-01,P034,C157,Maranhão,Loja Física,7,3747.51
V1074,2023-11-20,P002,C178,Minas Gerais,Loja Física,6,3163.63
V1075,2024-05-30,P016,C257,Bahia,Online,5,4405.52
V1076,2023-03-26,P057,C418,Acre,Loja Física,4,843.37
V1077,2023-11-01,P058,C202,Minas Gerais,Online,2,3676.46
V1078,2023-04-13,P034,C492,Minas Gerais,Online,7,1277.77
V1079,2024-06-19,P010,C219,Ceará,Loja Física,8,2756.95
V1080,2024-01-07,P014,C335,Rondônia,Online,3,1614.09
V1081,2024-04-16,P046,C461,Distrito Federal,Online,7,4978.86
V1082,2023-06-25,P050,C075,Espírito Santo,Online,6,432.29
V1083,2024-03-20,P035,C486,São Paulo,Online,3,1656.23
V1084,2024-08-16,P057,C075,São Paulo,Online,6,4412.65
V1085,2024-11-11,P027,C493,Piauí,Loja Física,8,3753.49
V1086,2024-01-20,P053,C458,Espírito Santo,Loja Física,3,3917.63
V1087,2024-07-21,P007,C068,Roraima,Online,10,3123.04
V1088,2023-12-08,P039,C291,Mato Grosso do Sul,Online,10,1237.69
V1089,2023-11-24,P044,C014,Paraíba,Online,8,757.02
V1090,2023-11-01,P055,C310,Sergipe,Loja Física,3,4275.43
V1091,2024-08-30,P032,C243,Rondônia,Online,4,1208.74
V1092,2024-06-17,P027,C392,Acre,Loja Física,7,1190.52
V1093,2024-03-02,P043,C104,Paraná,Online,2,967.68
V1094,2023-06-24,P029,C444,Mato Grosso do Sul,Loja Física,6,4347.2
V1095,2023-08-05,P057,C127,Piauí,Loja Física,1,3078.86
V1096,2024-09-19,P053,C195,São Paulo,Loja Física,7,3096.37
V1097,2023-06-06,P048,C293,Mato Grosso do Sul,Online,9,635.65
V1098,2024-09-03,P030,C424,Amapá,Online,9,2735.56
V1099,2024-11-22,P048,C021,Goiás,Loja Física,9,3849.28
V1100,2023-02-03,P004,C098,Ceará,Loja Física,7,4433.55
V1101,2023-07-02,P050,C424,Ceará,Loja Física,3,2170.06
V1102,2024-10-12,P040,C471,Amapá,Online,8,4166.48
V1103,2023-11-13,P029,C047,São Paulo,Online,3,3915.78
V1104,2023-06-05,P058,C357,Goiás,Online,7,2126.44
V1105,2024-07-02,P029,C013,Roraima,Loja Física,10,4493.43
V1106,2023-11-23,P058,C104,Rio Grande do Norte,Online,5,1687.97
V1107,2024-02-13,P042,C465,Rio de Janeiro,Online,2,546.84
V1108,2024-03-16,P046,C231,Espírito Santo,Loja Física,2,2666.7
V1109,2024-04-29,P025,C373,Rio Grande do Sul,Online,7,2796.69
V1110,2023-09-18,P003,C394,Roraima,Loja Física,10,4369.4
V1111,2023-08-16,P056,C077,Roraima,Online,3,3868.87
V1112,2022-12-20,P004,C215,Ceará,Loja Física,8,1515.02
V1113,2023-12-16,P012,C061,Rondônia,Online,1,3150.55
V1114,2024-09-18,P017,C007,Rio Grande do Norte,Loja Física,8,2763.16
V1115,2023-08-07,P001,C312,Sergipe,Online,4,2985.43
V1116,2023-04-18,P031,C233,Piauí,Loja Física,2,3045.96
V1117,2023-12-11,P001,C126,Goiás,Loja Física,10,3180.31
V1118,2023-05-11,P053,C423,Tocantins,Online,3,826.46
V1119,2023-08-30,P042,C179,Amapá,Online,1,3368.28
V1120,2024-08-08,P054,C309,Ceará,Loja Física,2,340.25
V1121,2023-06-16,P027,C092,Roraima,Loja Física,10,3338.53
V1122,2023-08-19,P045,C305,Mato Grosso,Online,8,3771.74
V1123,2023-07-03,P024,C477,Amapá,Online,5,1681.83
V1124,2024-10-11,P058,C195,Santa Catarina,Online,7,4232.22
V1125,2024-03-05,P005,C150,Sergipe,Online,2,3503.64
V1126,2024-05-25,P018,C169,Distrito Federal,Loja Física,9,1128.24
V1127,2024-10-11,P014,C314,Amapá,Online,10,3675.67
V1128,2023-06-30,P041,C271,Amazonas,Loja Física,10,4676.07
V1129,2024-02-02,P046,C148,Piauí,Loja Física,5,2674.42
V1130,2022-12-05,P040,C182,Rondônia,Loja Física,9,3673.01
V1131,2024-01-03,P032,C253,Rio Grande do Sul,Online,10,1240.34
V1132,2023-04-25,P019,C100,Acre,Online,1,2377.94
V1133,2023-02-02,P051,C061,São Paulo,Online,10,4995.04
V1134,2023-06-03,P027,C024,Maranhão,Loja Física,9,4049.61
V1135,2024-06-09,P014,C006,Espírito Santo,Online,5,1346.65
V1136,2023-10-09,P005,C158,Ceará,Loja Física,1,657.8
V1137,2023-12-12,P022,C175,Pernambuco,Online,3,1050.68
V1138,2024-02-02,P054,C174,Minas Gerais,Loja Física,8,4006.55
V1139,2024-07-08,P042,C070,Sergipe,Online,8,4471.09
V1140,2023-06-02,P035,C459,Maranhão,Loja Física,7,4646.17
V1141,2024-05-17,P004,C428,Distrito Federal,Loja Física,10,3652.32
V1142,2023-12-02,P021,C285,Goiás,Online,4,2929.25
V1143,2024-04-12,P022,C410,Rio Grande do Sul,Loja Física,2,4851.11
V1144,2024-06-02,P018,C431,Acre,Loja Física,7,3169.9
V1145,2023-12-14,P054,C085,Mato Grosso,Loja Física,3,3016.44
V1146,2023-11-11,P056,C401,Paraná,Loja Física,6,3578.22
V1147,2024-08-04,P018,C212,Amazonas,Loja Física,4,1920.76
V1148,2022-12-11,P054,C487,Ceará,Online,9,1581.36
V1149,2023-02-08,P008,C192,Rio Grande do Sul,Online,4,4575.43
V1150,2023-07-14,P029,C260,Acre,Loja Física,9,854.98
V1151,2023-05-19,P022,C473,Sergipe,Loja Física,6,802.15
V1152,2023-10-08,P056,C051,Santa Catarina,Online,4,3650.4
V1153,2024-05-18,P030,C199,Rio de Janeiro,Online,1,1623.81
V1154,2023-06-04,P003,C352,Mato Grosso do Sul,Online,6,2387.69
V1155,2023-07-23,P003,C053,Distrito Federal,Loja Física,1,2930.04
V1156,2024-04-26,P020,C328,Tocantins,Loja Física,4,1043.47
V1157,2024-02-22,P018,C273,Maranhão,Loja Física,2,1436.01
V1158,2023-09-10,P011,C141,Pará,Online,10,2842.17
V1159,2023-11-30,P007,C106,Goiás,Loja Física,9,1660.58
V1160,2024-01-31,P010,C483,Rio de Janeiro,Loja Física,10,1299.64
V1161,2024-01-14,P005,C160,Mato Grosso do Sul,Loja Física,9,2273.87
V1162,2023-08-22,P009,C015,Sergipe,Online,2,1979.64
V1163,2023-10-24,P006,C219,Pernambuco,Online,10,4467.25
V1164,2024-06-29,P041,C429,Rio de Janeiro,Loja Física,10,1842.56
V1165,2024-01-29,P022,C419,Tocantins,Online,8,2882.17
V1166,2023-08-11,P006,C417,Rio Grande do Sul,Loja Física,2,2332.36
V1167,2023-08-28,P044,C330,Rio de Janeiro,Loja Física,8,1235.3
V1168,2024-05-26,P015,C074,Mato Grosso do Sul,Loja Física,6,2021.18
V1169,2023-11-15,P045,C470,Minas Gerais,Loja Física,6,2321.09
V1170,2023-06-26,P002,C034,Sergipe,Online,6,2445.4
V1171,2023-07-24,P055,C088,Ceará,Loja Física,10,2915.92
V1172,2023-06-11,P033,C053,Pernambuco,Online,6,2825.13
V1173,2023-05-26,P005,C406,Ceará,Loja Física,7,2993.63
V1174,2023-03-01,P016,C318,Alagoas,Online,8,1980.7
V1175,2024-06-10,P022,C107,Santa Catarina,Loja Física,7,2879.33
V1176,2023-04-26,P022,C279,Rio de Janeiro,Online,3,3346.8
V1177,2023-07-31,P005,C379,Rio de Janeiro,Loja Física,2,3001.6
V1178,2023-02-28,P030,C167,Goiás,Online,8,963.25
V1179,2024-06-27,P026,C036,Mato Grosso do Sul,Online,10,3879.58
V1180,2024-01-18,P025,C168,Sergipe,Online,2,1166.3
V1181,2024-07-12,P009,C455,Mato Grosso,Online,3,3338.32
V1182,2024-05-17,P029,C273,Ceará,Loja Física,10,2931.86
V1183,2023-04-20,P013,C106,Minas Gerais,Loja Física,5,2894.35
V1184,2023-04-25,P059,C348,Ceará,Loja Física,6,4952.42
V1185,2023-05-15,P038,C005,Mato Grosso do Sul,Loja Física,3,4277.28
V1186,2024-06-23,P004,C190,Goiás,Online,1,3546.44
V1187,2023-12-09,P053,C184,Pará,Loja Física,1,1252.68
V1188,2023-06-30,P045,C303,Pernambuco,Loja Física,7,2089.56
V1189,2024-06-12,P028,C280,Tocantins,Online,8,781.44
V1190,2024-02-28,P036,C197,Santa Catarina,Loja Física,7,855.91
V1191,2024-07-10,P056,C344,Rondônia,Online,1,451.56
V1192,2024-01-09,P002,C074,São Paulo,Loja Física,7,4877.38
V1193,2024-03-05,P009,C044,Rondônia,Loja Física,8,4478.55
V1194,2023-07-05,P045,C310,Piauí,Online,8,2596.13
V1195,2023-02-14,P036,C420,Rio Grande do Norte,Loja Física,6,1206.13
V1196,2024-09-04,P028,C310,Acre,Loja Física,4,3589.44
V1197,2023-04-27,P018,C211,Goiás,Loja Física,1,4893.34
V1198,2023-07-16,P037,C248,Rio de Janeiro,Loja Física,2,2943.32
V1199,2023-05-23,P045,C041,Rondônia,Loja Física,8,2633.05
V1200,2023-09-04,P034,C456,Mato Grosso do Sul,Online,4,2415.01
V1201,2023-04-16,P048,C340,Minas Gerais,Online,9,4010.68
V1202,2023-07-20,P020,C314,Amapá,Loja Física,9,3914.78
V1203,2022-12-08,P031,C233,Distrito Federal,Loja Física,10,3695.69
V1204,2024-05-30,P027,C181,Rio Grande do Sul,Loja Física,5,920.79
V1205,2024-01-16,P045,C473,Mato Grosso do Sul,Loja Física,10,1376.17
V1206,2023-03-06,P041,C243,Mato Grosso,Online,10,352.94
V1207,2023-06-29,P019,C415,São Paulo,Online,5,2475.32
V1208,2023-01-02,P009,C259,Amazonas,Loja Física,5,749.44
V1209,2023-01-09,P018,C141,Bahia,Online,2,3058.73
V1210,2024-01-31,P059,C303,São Paulo,Online,8,1911.86
V1211,2023-07-12,P012,C134,Rio Grande do Sul,Online,8,985.97
V1212,2024-05-22,P034,C442,Amapá,Loja Física,2,4839.99
V1213,2023-03-06,P039,C479,Santa Catarina,Online,8,3788.53
V1214,2024-04-06,P027,C395,Pernambuco,Online,8,3657.4
V1215,2024-10-02,P011,C108,Mato Grosso,Loja Física,1,3247.08
V1216,2024-07-04,P049,C420,Pará,Online,3,2373.67
V1217,2023-12-14,P031,C155,Sergipe,Online,7,3449.2
V1218,2023-02-15,P025,C243,Bahia,Online,9,4364.36
